household_id,region,residence,household_size,internet_access
1059,West,Urban,3,No
1060,South,Urban,5,Yes
1061,West,Urban,4,No
1062,North,Rural,7,Yes
1063,East,Urban,5,Yes
1064,East,Rural,3,Yes
1065,South,Rural,4,No
1066,South,Urban,7,Yes
1067,South,Rural,1,Yes
1068,North,Urban,4,No
1069,East,Urban,5,No
1070,North,Rural,5,Yes
1071,South,Urban,6,Yes
1072,East,Urban,5,Yes
1073,West,Rural,5,Yes
1074,North,Rural,7,No
1075,North,Urban,4,No
1076,South,Urban,1,Yes
1077,West,Urban,7,Yes
1078,East,Urban,7,No
1079,North,Urban,7,Yes
1080,South,Urban,2,Yes
1081,West,Urban,1,Yes
1082,North,Rural,5,Yes
1083,North,Urban,8,No
1084,East,Rural,5,No
1085,West,Rural,1,Yes
1086,East,Rural,4,Yes
1087,East,Urban,4,Yes
1088,East,Rural,5,Yes
1089,East,Urban,3,Yes
1090,South,Rural,5,Yes
1091,East,Urban,3,No
1092,South,Urban,5,Yes
1093,East,Rural,8,No
1094,South,Rural,5,No
1095,East,Urban,6,No
1096,South,Urban,2,Yes
1097,South,Rural,6,No
1098,East,Rural,7,No
1099,West,Rural,1,Yes
1100,South,Rural,1,Yes
1101,North,Rural,5,No
1102,East,Urban,7,No
1103,North,Rural,6,No
1104,East,Urban,4,No
1105,South,Rural,7,Yes
1106,West,Rural,4,Yes
1107,North,Urban,3,Yes
1108,North,Rural,5,Yes
1109,East,Urban,7,Yes
1110,North,Rural,7,No
1111,South,Rural,2,Yes
1112,East,Rural,2,Yes
1113,West,Urban,9,Yes
1114,West,Urban,2,Yes
1115,West,Rural,3,Yes
1116,East,Urban,4,Yes
1117,West,Rural,7,Yes
1118,South,Urban,7,Yes
1119,South,Urban,6,No
1120,South,Urban,4,Yes
1121,East,Rural,3,Yes
1122,West,Rural,8,Yes
1123,East,Urban,8,Yes
1124,East,Urban,4,Yes
1125,South,Rural,5,No
1126,West,Urban,5,Yes
1127,North,Urban,7,Yes
1128,East,Rural,8,No
1129,East,Rural,5,No
1130,East,Urban,7,Yes
1131,East,Rural,7,No
1132,East,Urban,4,Yes
1133,East,Urban,5,Yes
1134,West,Rural,4,No
1135,West,Urban,8,No
1136,North,Rural,6,No
1137,North,Rural,4,No
1138,West,Rural,12,Yes
1139,North,Rural,6,No
1140,North,Urban,3,Yes
1141,North,Urban,6,Yes
1142,South,Rural,4,No
1143,North,Rural,7,Yes
1144,South,Rural,4,Yes
1145,South,Rural,4,No
1146,West,Rural,2,No
1147,West,Rural,5,No
1148,West,Urban,0,No
1149,West,Rural,4,No
1150,West,Rural,4,Yes
1151,East,Urban,7,No
1152,West,Urban,2,No
1153,East,Urban,3,Yes
1154,North,Rural,4,Yes
1155,South,Urban,9,Yes
1156,South,Rural,4,Yes
1157,North,Rural,7,No
1158,West,Rural,3,Yes
1159,East,Rural,5,No
1160,East,Urban,5,Yes
1161,West,Rural,8,Yes
1162,South,Rural,4,Yes
1163,North,Urban,5,Yes
1164,West,Rural,4,No
1165,East,Rural,6,No
1166,South,Urban,2,Yes
1167,North,Urban,6,No
1168,East,Rural,6,Yes
1169,West,Rural,6,No
1170,South,Rural,5,Yes
1171,West,Urban,4,Yes
1172,South,Rural,4,Yes
1173,West,Rural,2,Yes
1174,West,Urban,3,Yes
1175,West,Rural,2,No
1176,South,Rural,5,No
1177,South,Urban,4,No
1178,South,Rural,3,Yes
1179,North,Urban,6,Yes
1180,North,Urban,3,Yes
1181,East,Rural,4,Yes
1182,North,Urban,6,Yes
1183,North,Urban,2,No
1184,East,Rural,3,No
1185,North,Rural,10,No
1186,West,Urban,10,Yes
1187,West,Rural,6,Yes
1188,South,Rural,1,Yes
1189,East,Urban,10,No
1190,East,Urban,6,No
1191,South,Urban,8,No
1192,South,Urban,3,Yes
1193,North,Rural,4,Yes
1194,West,Urban,5,No
1195,East,Urban,4,No
1196,East,Urban,6,Yes
1197,North,Rural,2,No
1198,West,Rural,8,No
1199,East,Urban,7,No
1200,North,Rural,8,Yes
1201,North,Rural,9,Yes
1202,West,Rural,4,Yes
1203,South,Urban,3,No
1204,North,Rural,3,No
1205,North,Rural,2,No
1206,North,Rural,5,No
1207,West,Rural,7,Yes
1208,North,Urban,8,No
1209,North,Rural,2,No
1210,North,Urban,6,Yes
1211,East,Rural,10,No
1212,East,Rural,4,No
1213,West,Urban,6,Yes
1214,North,Urban,5,Yes
1215,West,Urban,2,Yes
1216,North,Rural,5,No
1217,East,Urban,6,No
1218,West,Rural,7,Yes
1219,West,Urban,5,Yes
1220,West,Rural,8,No
1221,South,Urban,1,Yes
1222,South,Rural,5,Yes
1223,West,Urban,5,No
1224,West,Urban,7,No
1225,East,Urban,4,Yes
1226,East,Urban,5,No
1227,South,Rural,3,Yes
1228,West,Urban,7,Yes
1229,East,Rural,5,Yes
1230,West,Urban,4,Yes
1231,West,Rural,7,Yes
1232,East,Rural,5,No
1233,North,Rural,9,No
1234,South,Rural,3,Yes
1235,West,Urban,0,No
1236,South,Rural,4,No
1237,South,Urban,7,No
1238,South,Urban,5,No
1239,West,Rural,3,Yes
1240,North,Urban,2,Yes
1241,North,Rural,8,Yes
1242,South,Urban,3,Yes
1243,South,Urban,6,Yes
1244,West,Urban,5,Yes
1245,North,Urban,8,Yes
1246,West,Urban,5,Yes
1247,East,Urban,2,No
1248,North,Urban,5,Yes
1249,East,Rural,6,No
1250,East,Urban,5,Yes
1251,South,Rural,6,Yes
1252,East,Rural,5,No
1253,East,Urban,7,No
1254,West,Rural,4,No
1255,East,Urban,4,Yes
1256,North,Rural,7,No
1257,East,Rural,8,Yes
1258,North,Urban,5,Yes
1259,East,Urban,4,Yes
1260,North,Rural,5,No
1261,North,Rural,4,No
1262,South,Rural,3,No
1263,South,Rural,5,No
1264,North,Urban,1,Yes
1265,North,Rural,3,Yes
1266,North,Urban,3,Yes
1267,East,Urban,4,No
1268,North,Rural,4,Yes
1269,North,Rural,7,Yes
1270,South,Rural,4,Yes
1271,North,Rural,9,Yes
1272,North,Rural,5,No
1273,East,Urban,8,No
1274,South,Rural,4,Yes
1275,West,Urban,4,No
1276,West,Urban,3,No
1277,East,Rural,6,Yes
1278,South,Rural,3,Yes
1279,West,Urban,5,No
1280,East,Rural,3,Yes
1281,North,Rural,2,Yes
1282,West,Rural,4,Yes
1283,South,Rural,5,No
1284,West,Urban,6,No
1285,South,Urban,3,Yes
1286,South,Rural,4,No
1287,South,Urban,3,No
1288,South,Rural,3,Yes
1289,West,Urban,7,No
1290,North,Rural,5,Yes
1291,East,Rural,3,Yes
1292,South,Rural,7,No
1293,East,Rural,5,No
1294,South,Rural,3,Yes
1295,North,Rural,3,Yes
1296,East,Rural,10,Yes
1297,South,Urban,5,Yes
1298,West,Rural,5,Yes
1299,East,Rural,6,Yes
1300,South,Urban,7,Yes
1301,East,Rural,6,No
1302,East,Rural,8,Yes
1303,South,Rural,3,No
1304,West,Urban,4,No
1305,South,Urban,8,No
1306,West,Rural,4,Yes
1307,West,Urban,9,Yes
1308,South,Urban,4,Yes
1309,East,Rural,6,Yes
1310,North,Rural,5,Yes
1311,West,Rural,5,Yes
1312,North,Urban,5,No
1313,North,Rural,5,Yes
1314,West,Urban,4,No
1315,East,Rural,5,No
1316,North,Rural,3,No
1317,South,Urban,6,Yes
1318,East,Rural,6,No
1319,North,Rural,5,No
1320,South,Urban,4,Yes
1321,South,Urban,6,Yes
1322,East,Rural,7,Yes
1323,South,Rural,4,Yes
1324,West,Rural,5,Yes
1325,South,Urban,8,No
1326,East,Rural,4,Yes
1327,South,Rural,5,No
1328,West,Urban,5,Yes
1329,West,Rural,1,No
1330,West,Rural,4,Yes
1331,North,Rural,5,No
1332,East,Rural,5,No
1333,North,Urban,6,No
1334,East,Urban,6,No
1335,East,Urban,8,No
1336,South,Rural,6,No
1337,West,Urban,5,Yes
1338,East,Urban,4,No
1339,East,Urban,1,Yes
1340,South,Urban,3,Yes
1341,West,Rural,5,Yes
1342,East,Urban,5,No
1343,North,Urban,2,Yes
1344,South,Rural,3,No
1345,South,Rural,3,No
1346,North,Urban,4,No
1347,North,Rural,3,No
1348,East,Urban,4,No
1349,East,Urban,3,No
1350,East,Rural,2,Yes
1351,West,Urban,8,No
1352,South,Rural,3,Yes
1353,East,Urban,3,Yes
1354,East,Rural,4,No
1355,South,Rural,4,Yes
1356,East,Urban,7,No
1357,North,Rural,5,No
1358,East,Urban,3,Yes
1359,East,Urban,7,Yes
1360,East,Urban,8,No
1361,South,Urban,3,Yes
1362,South,Rural,6,Yes
1363,North,Urban,3,Yes
1364,North,Urban,7,Yes
1365,East,Rural,4,Yes
1366,South,Rural,7,Yes
1367,West,Urban,2,Yes
1368,West,Rural,7,No
1369,East,Rural,7,No
1370,East,Urban,7,Yes
1371,West,Urban,1,No
1372,North,Urban,1,Yes
1373,South,Rural,4,Yes
1374,East,Urban,4,No
1375,North,Rural,2,Yes
1376,East,Urban,6,Yes
1377,South,Rural,1,No
1378,South,Urban,7,Yes
1379,East,Urban,5,Yes
1380,North,Urban,7,Yes
1381,North,Urban,9,Yes
1382,West,Rural,5,No
1383,East,Rural,9,Yes
1384,West,Rural,4,No
1385,West,Rural,4,No
1386,West,Rural,10,Yes
1387,East,Urban,3,Yes
1388,South,Rural,7,No
1389,West,Rural,4,Yes
1390,East,Urban,6,No
1391,East,Urban,6,No
1392,East,Rural,4,No
1393,North,Rural,0,No
1394,West,Rural,4,No
1395,North,Rural,5,No
1396,East,Urban,5,No
1397,North,Rural,4,Yes
1398,North,Urban,5,Yes
1399,East,Rural,3,No
1400,South,Rural,4,Yes
1401,South,Rural,1,Yes
1402,North,Rural,5,Yes
1403,South,Rural,4,Yes
1404,West,Rural,10,Yes
1405,East,Rural,2,No
1406,North,Rural,6,Yes
1407,North,Urban,5,Yes
1408,North,Rural,0,Yes
1409,West,Urban,3,Yes
1410,North,Rural,6,No
1411,West,Rural,5,No
1412,North,Urban,8,Yes
1413,North,Rural,6,No
1414,South,Urban,5,Yes
1415,South,Urban,4,Yes
1416,South,Urban,4,No
1417,West,Urban,3,Yes
1418,East,Rural,4,Yes
1419,South,Urban,4,No
1420,West,Rural,9,Yes
1421,South,Rural,3,No
1422,South,Urban,6,Yes
1423,North,Urban,2,No
1424,South,Rural,4,No
1425,West,Rural,3,Yes
1426,East,Rural,8,No
1427,West,Urban,4,No
1428,North,Urban,4,Yes
1429,East,Urban,4,Yes
1430,East,Urban,3,No
1431,East,Rural,6,Yes
1432,North,Rural,7,Yes
1433,West,Rural,8,Yes
1434,East,Urban,5,No
1435,South,Rural,6,No
1436,West,Rural,6,Yes
1437,North,Urban,8,No
1438,East,Urban,11,No
1439,South,Rural,3,Yes
1440,South,Rural,4,Yes
1441,East,Urban,8,Yes
1442,East,Urban,4,No
1443,East,Urban,6,Yes
1444,North,Rural,7,No
1445,North,Rural,2,No
1446,West,Rural,7,Yes
1447,East,Rural,6,Yes
1448,East,Rural,1,No
1449,North,Urban,2,No
1450,East,Rural,4,No
1451,West,Rural,7,Yes
1452,West,Rural,4,No
1453,South,Rural,4,Yes
1454,East,Rural,8,No
1455,West,Rural,4,Yes
1456,East,Rural,5,Yes
1457,North,Rural,3,Yes
1458,North,Urban,3,No
1459,North,Rural,3,Yes
1460,North,Rural,5,No
1461,South,Urban,9,Yes
1462,South,Urban,4,No
1463,East,Rural,7,Yes
1464,East,Rural,2,Yes
1465,South,Urban,6,Yes
1466,North,Urban,4,No
1467,West,Urban,5,Yes
1468,West,Rural,2,No
1469,West,Rural,7,No
1470,North,Rural,8,Yes
1471,East,Rural,6,No
1472,South,Rural,2,No
1473,North,Urban,9,No
1474,West,Urban,3,Yes
1475,North,Rural,7,Yes
1476,South,Urban,6,No
1477,East,Rural,4,Yes
1478,North,Rural,6,No
1479,West,Urban,4,Yes
1480,South,Urban,5,No
1481,West,Rural,4,No
1482,West,Urban,6,No
1483,West,Rural,4,Yes
1484,North,Rural,8,Yes
1485,South,Rural,4,Yes
1486,East,Rural,5,No
1487,South,Urban,8,Yes
1488,North,Urban,6,No
1489,West,Urban,1,No
1490,East,Urban,6,Yes
1491,East,Rural,3,Yes
1492,West,Rural,9,Yes
1493,West,Rural,5,No
1494,North,Urban,6,Yes
1495,South,Rural,2,Yes
1496,North,Urban,3,Yes
1497,North,Urban,9,No
1498,North,Urban,5,Yes
1499,East,Urban,4,No
1500,West,Rural,5,No
1501,East,Rural,3,Yes
1502,South,Rural,5,No
1503,South,Urban,3,No
1504,South,Rural,3,No
1505,West,Rural,7,No
1506,West,Urban,6,No
1507,West,Rural,10,Yes
1508,East,Rural,3,Yes
1509,South,Urban,5,Yes
1510,West,Urban,5,Yes
1511,West,Urban,5,No
1512,North,Rural,5,No
1513,North,Urban,3,No
1514,West,Rural,6,Yes
1515,North,Urban,8,Yes
1516,North,Rural,4,Yes
1517,East,Rural,7,No
1518,South,Rural,8,No
1519,West,Urban,1,Yes
1520,South,Rural,5,Yes
1521,North,Rural,3,Yes
1522,East,Urban,5,No
1523,North,Rural,4,No
1524,West,Rural,7,Yes
1525,East,Rural,3,Yes
1526,South,Rural,8,Yes
1527,South,Rural,4,Yes
1528,South,Urban,6,No
1529,East,Urban,3,Yes
1530,North,Urban,8,No
1531,North,Rural,6,Yes
1532,North,Urban,5,No
1533,South,Urban,6,Yes
1534,West,Urban,9,No
1535,West,Urban,7,No
1536,North,Rural,9,No
1537,West,Urban,6,No
1538,South,Rural,5,No
1539,South,Rural,9,Yes
1540,South,Rural,6,Yes
1541,West,Rural,4,Yes
1542,East,Urban,4,No
1543,North,Rural,1,Yes
1544,South,Rural,5,No
1545,West,Urban,5,Yes
1546,West,Urban,2,Yes
1547,West,Urban,6,Yes
1548,East,Urban,3,Yes
1549,North,Rural,4,No
1550,East,Urban,4,No
1551,North,Urban,8,Yes
1552,East,Rural,6,Yes
1553,South,Urban,7,No
1554,West,Urban,4,No
1555,North,Rural,6,Yes
1556,South,Urban,3,Yes
1557,South,Rural,5,Yes
1558,North,Rural,8,No
1559,South,Rural,4,No
1560,West,Rural,4,Yes
1561,North,Urban,4,Yes
1562,South,Rural,8,Yes
1563,East,Rural,6,Yes
1564,South,Urban,4,No
1565,East,Urban,7,Yes
1566,East,Urban,3,Yes
1567,South,Rural,4,No
1568,South,Urban,2,Yes
1569,South,Urban,3,Yes
1570,North,Urban,6,No
1571,East,Urban,11,Yes
1572,North,Urban,7,Yes
1573,East,Urban,6,No
1574,South,Urban,5,Yes
1575,South,Urban,3,Yes
1576,West,Urban,10,No
1577,South,Rural,7,Yes
1578,South,Rural,10,Yes
1579,East,Rural,5,No
1580,South,Rural,6,Yes
1581,East,Urban,7,Yes
1582,East,Rural,5,No
1583,West,Rural,5,Yes
1584,East,Urban,6,Yes
1585,North,Urban,5,No
1586,North,Rural,4,Yes
1587,South,Rural,5,Yes
1588,South,Urban,5,No
1589,North,Urban,6,Yes
1590,North,Rural,9,No
1591,East,Urban,4,Yes
1592,East,Urban,3,Yes
1593,North,Rural,3,Yes
1594,South,Rural,4,No
1595,North,Rural,4,No
1596,North,Urban,4,Yes
1597,South,Urban,5,Yes
1598,West,Urban,4,No
1599,South,Rural,4,No
1600,West,Urban,4,Yes
1601,South,Rural,6,No
1602,North,Urban,3,Yes
1603,South,Rural,3,No
1604,South,Rural,2,No
1605,North,Rural,2,No
1606,West,Urban,6,Yes
1607,East,Urban,10,Yes
1608,South,Urban,7,No
1609,North,Urban,6,Yes
1610,South,Rural,6,No
1611,East,Urban,4,No
1612,West,Urban,6,Yes
1613,North,Urban,4,Yes
1614,South,Rural,2,Yes
1615,West,Rural,7,No
1616,East,Rural,8,Yes
1617,South,Rural,4,Yes
1618,South,Urban,6,No
1619,East,Rural,5,No
1620,North,Urban,8,No
1621,South,Urban,4,Yes
1622,North,Urban,4,No
1623,East,Rural,4,Yes
1624,West,Rural,2,Yes
1625,West,Urban,6,No
1626,North,Urban,8,No
1627,West,Rural,5,Yes
1628,West,Rural,3,No
1629,West,Rural,8,No
1630,East,Rural,4,No
1631,North,Rural,3,Yes
1632,North,Rural,8,Yes
1633,West,Rural,5,No
1634,South,Urban,4,No
1635,East,Urban,4,Yes
1636,West,Rural,4,No
1637,West,Urban,3,Yes
1638,West,Rural,7,No
1639,East,Urban,7,Yes
1640,East,Urban,3,Yes
1641,East,Rural,5,No
1642,East,Rural,3,Yes
1643,West,Urban,2,Yes
1644,South,Rural,7,No
1645,East,Urban,4,No
1646,East,Urban,5,No
1647,South,Rural,3,No
1648,East,Rural,5,Yes
1649,West,Urban,7,Yes
1650,South,Urban,1,No
1651,East,Urban,11,No
1652,West,Rural,7,No
1653,East,Rural,3,No
1654,South,Urban,6,No
1655,West,Urban,5,No
1656,South,Urban,1,Yes
1657,East,Rural,5,No
1658,West,Urban,4,No
1659,North,Urban,12,Yes
1660,West,Rural,5,Yes
1661,North,Rural,1,No
1662,North,Urban,1,Yes
1663,West,Rural,4,No
1664,East,Urban,2,Yes
1665,East,Rural,2,Yes
1666,East,Rural,5,No
1667,West,Rural,4,Yes
1668,North,Rural,4,Yes
1669,North,Rural,4,No
1670,East,Urban,5,Yes
1671,West,Urban,3,Yes
1672,East,Rural,2,Yes
1673,West,Rural,9,No
1674,East,Urban,3,Yes
1675,North,Urban,5,Yes
1676,North,Urban,9,Yes
1677,North,Urban,11,No
1678,North,Urban,5,Yes
1679,North,Rural,7,Yes
1680,East,Rural,2,Yes
1681,West,Urban,2,No
1682,South,Urban,3,Yes
1683,East,Rural,3,Yes
1684,West,Urban,4,Yes
1685,East,Rural,5,Yes
1686,East,Rural,3,Yes
1687,East,Urban,4,No
1688,North,Urban,2,Yes
1689,South,Urban,6,Yes
1690,South,Rural,7,Yes
1691,West,Rural,7,Yes
1692,East,Rural,5,Yes
1693,East,Rural,6,No
1694,South,Rural,6,No
1695,North,Rural,5,No
1696,North,Rural,3,No
1697,North,Urban,3,No
1698,East,Urban,4,Yes
1699,West,Rural,2,Yes
1700,North,Rural,1,No
1701,South,Rural,6,Yes
1702,West,Rural,5,Yes
1703,South,Urban,7,No
1704,West,Rural,6,Yes
1705,South,Urban,5,No
1706,North,Urban,7,Yes
1707,South,Rural,7,No
1708,East,Rural,4,Yes
1709,East,Urban,11,No
1710,West,Rural,3,Yes
1711,North,Rural,10,No
1712,West,Rural,5,No
1713,East,Urban,4,No
1714,East,Urban,7,No
1715,East,Urban,6,No
1716,North,Rural,5,Yes
1717,South,Urban,3,No
1718,South,Urban,5,Yes
1719,South,Rural,6,No
1720,West,Rural,5,Yes
1721,West,Urban,5,Yes
1722,South,Rural,5,Yes
1723,North,Rural,5,Yes
1724,South,Urban,5,Yes
1725,North,Rural,3,Yes
1726,South,Rural,5,Yes
1727,West,Rural,8,Yes
1728,North,Rural,2,Yes
1729,South,Rural,5,No
1730,North,Rural,7,Yes
1731,East,Urban,4,Yes
1732,South,Urban,5,Yes
1733,West,Rural,5,Yes
1734,North,Rural,6,Yes
1735,North,Rural,5,Yes
1736,West,Urban,10,No
1737,North,Urban,9,No
1738,South,Rural,5,Yes
1739,West,Urban,3,Yes
1740,North,Rural,3,Yes
1741,West,Urban,11,No
1742,North,Rural,4,Yes
1743,East,Urban,3,Yes
1744,West,Rural,4,No
1745,South,Urban,5,No
1746,West,Urban,1,Yes
1747,East,Rural,1,No
1748,West,Rural,4,Yes
1749,East,Urban,3,No
1750,East,Rural,1,No
1751,South,Urban,7,No
1752,North,Rural,7,Yes
1753,East,Urban,6,Yes
1754,South,Rural,2,No
1755,North,Rural,6,Yes
1756,East,Urban,7,No
1757,South,Urban,4,No
1758,East,Rural,4,No
1759,East,Urban,1,Yes
1760,West,Rural,5,Yes
1761,East,Rural,3,Yes
1762,East,Urban,7,No
1763,West,Rural,4,Yes
1764,West,Urban,9,Yes
1765,South,Urban,6,No
1766,West,Urban,4,Yes
1767,East,Rural,7,Yes
1768,West,Urban,4,No
1769,East,Urban,4,No
1770,East,Rural,6,No
1771,South,Urban,4,Yes
1772,North,Urban,6,No
1773,North,Urban,4,No
1774,West,Rural,6,Yes
1775,West,Rural,5,Yes
1776,South,Urban,8,Yes
1777,South,Urban,9,Yes
1778,East,Rural,9,No
1779,North,Rural,3,Yes
1780,North,Urban,4,Yes
1781,North,Rural,4,No
1782,West,Rural,3,No
1783,North,Urban,5,Yes
1784,North,Rural,9,Yes
1785,East,Urban,2,Yes
1786,West,Rural,6,Yes
1787,South,Rural,3,No
1788,East,Rural,3,Yes
1789,South,Urban,5,No
1790,North,Urban,2,Yes
1791,North,Rural,6,No
1792,West,Rural,6,Yes
1793,South,Rural,8,No
1794,North,Urban,3,Yes
1795,North,Rural,4,Yes
1796,East,Urban,4,No
1797,South,Rural,8,No
1798,West,Urban,2,No
1799,North,Urban,3,No
1800,South,Rural,6,Yes
1801,West,Urban,2,Yes
1802,South,Rural,10,Yes
1803,South,Rural,1,Yes
1804,North,Rural,5,No
1805,South,Rural,7,No
1806,North,Urban,4,Yes
1807,West,Urban,6,No
1808,East,Rural,5,Yes
1809,West,Rural,5,Yes
1810,East,Rural,9,Yes
1811,North,Rural,4,No
1812,South,Urban,4,No
1813,East,Urban,9,Yes
1814,South,Rural,2,No
1815,East,Rural,8,No
1816,West,Rural,4,Yes
1817,North,Rural,3,No
1818,West,Rural,2,No
1819,West,Urban,2,No
1820,East,Rural,3,Yes
1821,West,Urban,7,Yes
1822,South,Urban,4,Yes
1823,East,Rural,6,No
1824,East,Urban,8,No
1825,East,Urban,4,No
1826,North,Urban,6,Yes
1827,North,Rural,6,Yes
1828,South,Rural,4,No
1829,West,Urban,1,Yes
1830,East,Rural,4,Yes
1831,North,Urban,3,No
1832,North,Rural,5,Yes
1833,South,Urban,6,Yes
1834,North,Rural,4,Yes
1835,North,Rural,5,Yes
1836,West,Urban,4,Yes
1837,South,Rural,2,Yes
1838,West,Rural,3,Yes
1839,North,Urban,7,No
1840,East,Urban,5,No
1841,North,Rural,8,Yes
1842,South,Rural,7,No
1843,East,Urban,3,Yes
1844,South,Rural,6,Yes
1845,North,Rural,4,No
1846,East,Urban,5,No
1847,West,Rural,7,Yes
1848,South,Rural,8,Yes
1849,South,Rural,7,No
1850,North,Urban,9,No
1851,South,Urban,4,No
1852,West,Rural,0,No
1853,West,Urban,3,No
1854,West,Rural,6,Yes
1855,East,Rural,6,No
1856,West,Rural,5,No
1857,West,Urban,1,No
1858,North,Rural,2,Yes
1859,West,Rural,3,Yes
1860,South,Urban,11,No
1861,South,Rural,7,No
1862,West,Rural,5,No
1863,East,Urban,2,No
1864,North,Urban,4,No
1865,East,Urban,2,No
1866,West,Urban,6,Yes
1867,North,Rural,4,Yes
1868,North,Urban,8,Yes
1869,West,Urban,4,Yes
1870,South,Urban,4,Yes
1871,East,Rural,1,No
1872,East,Urban,5,No
1873,North,Rural,6,No
1874,South,Rural,7,No
1875,West,Urban,3,Yes
1876,South,Rural,5,No
1877,East,Rural,4,Yes
1878,West,Urban,6,No
1879,West,Rural,4,No
1880,West,Urban,5,No
1881,South,Urban,6,Yes
1882,West,Rural,3,Yes
1883,West,Rural,5,No
1884,South,Urban,3,Yes
1885,North,Urban,5,No
1886,North,Rural,8,Yes
1887,North,Rural,9,No
1888,North,Rural,5,No
1889,North,Urban,6,Yes
1890,West,Rural,9,No
1891,North,Urban,6,Yes
1892,East,Rural,9,Yes
1893,North,Rural,6,No
1894,East,Rural,3,No
1895,North,Rural,6,No
1896,North,Urban,5,Yes
1897,North,Rural,8,No
1898,East,Rural,9,No
1899,South,Urban,5,No
1900,North,Rural,4,No
1901,East,Urban,5,No
1902,East,Rural,6,Yes
1903,North,Urban,10,Yes
1904,North,Rural,5,Yes
1905,East,Rural,4,No
1906,East,Rural,7,Yes
1907,South,Rural,8,Yes
1908,South,Urban,5,Yes
1909,North,Urban,4,Yes
1910,North,Urban,4,Yes
1911,West,Rural,9,No
1912,East,Urban,5,No
1913,North,Rural,3,Yes
1914,South,Rural,4,Yes
1915,North,Urban,3,No
1916,West,Urban,5,Yes
1917,North,Rural,7,No
1918,South,Rural,1,Yes
1919,East,Urban,7,No
1920,East,Urban,3,Yes
1921,South,Rural,6,No
1922,West,Rural,6,No
1923,North,Urban,5,Yes
1924,South,Rural,6,Yes
1925,North,Rural,5,No
1926,South,Rural,6,Yes
1927,South,Urban,10,No
1928,North,Urban,7,Yes
1929,South,Rural,2,No
1930,North,Urban,5,No
1931,East,Urban,3,Yes
1932,South,Urban,4,No
1933,East,Urban,2,Yes
1934,North,Rural,2,No
1935,West,Rural,7,No
1936,North,Urban,9,No
1937,East,Rural,4,No
1938,South,Rural,4,No
1939,South,Urban,5,Yes
1940,South,Urban,4,No
1941,East,Urban,9,Yes
1942,North,Rural,6,No
1943,East,Rural,4,Yes
1944,North,Rural,5,Yes
1945,South,Rural,10,Yes
1946,South,Urban,5,No
1947,South,Urban,2,Yes
1948,West,Urban,2,Yes
1949,West,Rural,8,Yes
1950,South,Rural,7,No
1951,North,Urban,6,No
1952,West,Urban,3,No
1953,South,Urban,4,Yes
1954,South,Rural,3,Yes
1955,East,Rural,4,No
1956,West,Rural,7,Yes
1957,East,Rural,8,No
1958,South,Rural,7,Yes
1959,East,Urban,9,Yes
1960,South,Rural,4,Yes
1961,East,Urban,2,Yes
1962,North,Urban,4,Yes
1963,North,Urban,14,Yes
1964,East,Urban,5,Yes
1965,West,Rural,12,No
1966,North,Rural,6,Yes
1967,West,Rural,4,Yes
1968,South,Rural,8,No
1969,South,Urban,5,Yes
1970,West,Rural,7,Yes
1971,East,Rural,3,Yes
1972,East,Urban,9,Yes
1973,North,Rural,5,Yes
1974,West,Urban,3,Yes
1975,East,Urban,7,Yes
1976,East,Urban,3,No
1977,West,Rural,5,No
1978,East,Urban,6,Yes
1979,North,Urban,5,No
1980,South,Rural,5,Yes
1981,East,Rural,8,Yes
1982,West,Urban,3,No
1983,North,Urban,1,No
1984,West,Rural,4,No
1985,North,Urban,4,Yes
1986,South,Urban,8,Yes
1987,South,Rural,5,Yes
1988,North,Rural,3,Yes
1989,South,Rural,3,No
1990,North,Rural,2,Yes
1991,East,Rural,7,Yes
1992,East,Rural,2,Yes
1993,South,Urban,4,No
1994,West,Urban,5,Yes
1995,North,Urban,4,No
1996,West,Rural,8,Yes
1997,South,Urban,8,Yes
1998,North,Urban,8,No
1999,West,Rural,7,No
2000,North,Rural,8,Yes
