student_id,gender,age_group,meal_time,frequency_of_visit,favorite_meal
598,Male,36-45,Lunch,Weekly,Pizza
599,Female,26-35,Dinner,Occasionally,Burger
600,Female,36-45,Lunch,Weekly,Salad
601,Female,26-35,Lunch,Occasionally,Burger
602,Female,18-25,Lunch,Weekly,Pizza
603,Female,18-25,Dinner,Weekly,Pizza
604,Male,26-35,Lunch,Daily,Burger
605,Male,18-25,Dinner,Occasionally,Pizza
606,Male,18-25,Lunch,Weekly,Pizza
607,Male,36-45,Lunch,Daily,Burger
608,Female,26-35,Dinner,Daily,Pizza
609,Male,18-25,Dinner,Weekly,Pizza
610,Female,26-35,Lunch,Weekly,Burger
611,Male,26-35,Lunch,Daily,Salad
612,Male,26-35,Lunch,Weekly,Burger
613,Female,18-25,Lunch,Daily,Salad
614,Male,26-35,Lunch,Occasionally,Pizza
615,Female,18-25,Dinner,Daily,Salad
616,Female,36-45,Dinner,Daily,Salad
617,Female,36-45,Lunch,Weekly,Pizza
618,Male,18-25,Dinner,Daily,Pizza
619,Female,26-35,Dinner,Weekly,Pizza
620,Female,36-45,Dinner,Occasionally,Burger
621,Female,26-35,Dinner,Occasionally,Pizza
622,Female,36-45,Lunch,Weekly,Burger
623,Female,18-25,Lunch,Weekly,Pizza
624,Female,36-45,Lunch,Daily,Salad
625,Female,26-35,Dinner,Weekly,Pizza
626,Male,36-45,Dinner,Daily,Burger
627,Male,36-45,Lunch,Daily,Burger
628,Male,36-45,Dinner,Occasionally,Salad
629,Male,18-25,Lunch,Occasionally,Salad
630,Male,18-25,Lunch,Occasionally,Salad
631,Male,26-35,Lunch,Occasionally,Salad
632,Female,36-45,Dinner,Daily,Burger
633,Male,18-25,Dinner,Daily,Burger
634,Female,18-25,Dinner,Daily,Burger
635,Male,26-35,Dinner,Occasionally,Pizza
636,Male,18-25,Dinner,Occasionally,Salad
637,Male,18-25,Lunch,Occasionally,Salad
638,Female,26-35,Lunch,Weekly,Burger
639,Female,18-25,Dinner,Occasionally,Burger
640,Female,36-45,Lunch,Weekly,Salad
641,Female,18-25,Dinner,Occasionally,Burger
642,Female,26-35,Dinner,Weekly,Salad
643,Male,36-45,Lunch,Weekly,Salad
644,Female,26-35,Dinner,Weekly,Burger
645,Female,18-25,Lunch,Daily,Salad
646,Male,36-45,Lunch,Weekly,Pizza
647,Male,26-35,Dinner,Weekly,Pizza
648,Female,26-35,Lunch,Occasionally,Pizza
649,Male,18-25,Dinner,Daily,Pizza
650,Female,26-35,Lunch,Daily,Burger
651,Male,36-45,Dinner,Occasionally,Burger
652,Male,18-25,Lunch,Occasionally,Salad
653,Male,26-35,Dinner,Daily,Pizza
654,Male,26-35,Lunch,Occasionally,Burger
655,Female,36-45,Dinner,Daily,Burger
656,Female,18-25,Lunch,Weekly,Burger
657,Female,36-45,Dinner,Weekly,Burger
658,Female,18-25,Lunch,Daily,Burger
659,Male,18-25,Lunch,Weekly,Salad
660,Female,26-35,Lunch,Daily,Pizza
661,Male,36-45,Dinner,Weekly,Pizza
662,Male,36-45,Lunch,Weekly,Burger
663,Female,18-25,Dinner,Weekly,Salad
664,Male,26-35,Lunch,Weekly,Salad
665,Male,26-35,Dinner,Weekly,Salad
666,Male,36-45,Dinner,Daily,Salad
667,Male,26-35,Dinner,Weekly,Salad
668,Male,26-35,Lunch,Weekly,Salad
669,Female,18-25,Lunch,Weekly,Salad
670,Female,18-25,Lunch,Daily,Salad
671,Female,18-25,Dinner,Weekly,Salad
672,Male,18-25,Lunch,Occasionally,Burger
673,Male,18-25,Dinner,Weekly,Salad
674,Male,18-25,Lunch,Daily,Burger
675,Female,36-45,Lunch,Weekly,Burger
676,Female,18-25,Dinner,Occasionally,Pizza
677,Female,36-45,Lunch,Daily,Salad
678,Female,18-25,Lunch,Weekly,Pizza
679,Male,18-25,Lunch,Daily,Burger
680,Female,18-25,Dinner,Weekly,Salad
681,Male,36-45,Lunch,Weekly,Pizza
682,Male,26-35,Dinner,Daily,Pizza
683,Male,18-25,Dinner,Daily,Burger
684,Female,36-45,Dinner,Weekly,Pizza
685,Male,36-45,Dinner,Occasionally,Salad
686,Female,18-25,Lunch,Weekly,Salad
687,Female,18-25,Lunch,Daily,Burger
688,Male,36-45,Lunch,Weekly,Pizza
689,Female,36-45,Dinner,Daily,Salad
690,Male,26-35,Lunch,Weekly,Salad
691,Female,26-35,Dinner,Daily,Pizza
692,Male,18-25,Dinner,Daily,Pizza
693,Male,18-25,Lunch,Occasionally,Pizza
694,Female,36-45,Lunch,Weekly,Pizza
695,Female,18-25,Dinner,Daily,Salad
696,Female,26-35,Dinner,Occasionally,Pizza
697,Female,18-25,Dinner,Daily,Salad
698,Female,18-25,Lunch,Daily,Burger
699,Female,26-35,Dinner,Occasionally,Salad
700,Female,36-45,Dinner,Weekly,Burger
701,Female,36-45,Lunch,Occasionally,Salad
702,Male,26-35,Dinner,Occasionally,Salad
703,Male,18-25,Lunch,Weekly,Pizza
704,Male,26-35,Lunch,Weekly,Salad
705,Female,18-25,Lunch,Occasionally,Salad
706,Male,26-35,Dinner,Occasionally,Salad
707,Male,26-35,Dinner,Daily,Pizza
708,Male,18-25,Lunch,Daily,Salad
709,Female,26-35,Lunch,Occasionally,Salad
710,Female,18-25,Lunch,Weekly,Salad
711,Male,36-45,Dinner,Weekly,Burger
712,Female,26-35,Dinner,Weekly,Pizza
713,Male,36-45,Dinner,Occasionally,Burger
714,Female,18-25,Dinner,Weekly,Pizza
715,Male,18-25,Lunch,Daily,Pizza
716,Female,36-45,Dinner,Occasionally,Pizza
717,Female,26-35,Dinner,Weekly,Burger
718,Female,26-35,Lunch,Weekly,Pizza
719,Male,26-35,Lunch,Weekly,Burger
720,Male,36-45,Dinner,Weekly,Salad
721,Female,18-25,Lunch,Occasionally,Burger
722,Female,36-45,Lunch,Weekly,Burger
723,Female,18-25,Lunch,Daily,Burger
724,Female,26-35,Lunch,Weekly,Pizza
725,Female,26-35,Lunch,Weekly,Burger
726,Male,26-35,Lunch,Daily,Pizza
727,Male,26-35,Lunch,Weekly,Burger
728,Female,18-25,Lunch,Weekly,Salad
729,Male,26-35,Dinner,Daily,Burger
730,Female,26-35,Dinner,Occasionally,Salad
731,Male,36-45,Lunch,Daily,Pizza
732,Male,36-45,Lunch,Occasionally,Pizza
733,Male,26-35,Lunch,Weekly,Burger
734,Male,36-45,Dinner,Daily,Burger
735,Male,26-35,Dinner,Daily,Pizza
736,Female,36-45,Dinner,Occasionally,Pizza
737,Female,18-25,Lunch,Daily,Salad
738,Male,18-25,Lunch,Weekly,Burger
739,Female,36-45,Lunch,Daily,Burger
740,Male,18-25,Dinner,Weekly,Pizza
741,Male,26-35,Lunch,Daily,Salad
742,Male,26-35,Lunch,Daily,Salad
743,Female,36-45,Dinner,Occasionally,Pizza
744,Male,36-45,Dinner,Weekly,Salad
745,Male,18-25,Lunch,Occasionally,Pizza
746,Male,36-45,Dinner,Daily,Pizza
747,Male,36-45,Lunch,Weekly,Burger
748,Female,36-45,Dinner,Daily,Pizza
749,Male,18-25,Lunch,Weekly,Pizza
750,Female,26-35,Lunch,Weekly,Burger
751,Female,36-45,Lunch,Weekly,Salad
752,Female,18-25,Lunch,Weekly,Burger
753,Male,18-25,Dinner,Daily,Pizza
754,Male,26-35,Dinner,Weekly,Salad
755,Male,26-35,Lunch,Weekly,Pizza
756,Female,18-25,Lunch,Weekly,Pizza
757,Female,26-35,Dinner,Occasionally,Burger
758,Male,18-25,Lunch,Daily,Burger
759,Female,36-45,Lunch,Weekly,Pizza
760,Male,36-45,Lunch,Daily,Pizza
761,Female,26-35,Lunch,Weekly,Burger
762,Male,18-25,Lunch,Occasionally,Pizza
763,Female,26-35,Dinner,Weekly,Burger
764,Female,18-25,Dinner,Weekly,Salad
765,Female,18-25,Lunch,Daily,Burger
766,Female,18-25,Dinner,Daily,Pizza
767,Female,36-45,Dinner,Weekly,Salad
768,Female,18-25,Lunch,Daily,Salad
769,Female,26-35,Dinner,Weekly,Burger
770,Female,26-35,Lunch,Daily,Salad
771,Male,18-25,Lunch,Weekly,Pizza
772,Male,36-45,Dinner,Weekly,Salad
773,Female,18-25,Dinner,Weekly,Pizza
774,Male,26-35,Lunch,Weekly,Burger
775,Male,36-45,Dinner,Occasionally,Burger
776,Female,18-25,Dinner,Occasionally,Salad
777,Male,18-25,Lunch,Occasionally,Burger
778,Male,26-35,Lunch,Occasionally,Burger
779,Female,26-35,Lunch,Occasionally,Salad
780,Female,36-45,Dinner,Weekly,Pizza
781,Male,26-35,Lunch,Occasionally,Burger
782,Male,36-45,Dinner,Daily,Burger
783,Male,26-35,Lunch,Weekly,Pizza
784,Male,18-25,Dinner,Daily,Pizza
785,Male,18-25,Lunch,Weekly,Salad
786,Male,18-25,Lunch,Daily,Pizza
787,Female,26-35,Lunch,Occasionally,Salad
788,Female,18-25,Dinner,Occasionally,Salad
789,Female,36-45,Lunch,Weekly,Pizza
790,Female,26-35,Dinner,Weekly,Pizza
791,Male,36-45,Dinner,Occasionally,Pizza
792,Female,36-45,Lunch,Weekly,Pizza
793,Male,26-35,Lunch,Daily,Pizza
794,Female,36-45,Lunch,Occasionally,Pizza
795,Male,36-45,Dinner,Daily,Burger
796,Male,36-45,Dinner,Weekly,Burger
797,Male,36-45,Lunch,Daily,Burger
798,Female,26-35,Dinner,Occasionally,Salad
799,Female,26-35,Lunch,Daily,Pizza
800,Female,36-45,Lunch,Daily,Salad
801,Male,18-25,Lunch,Daily,Pizza
802,Male,26-35,Dinner,Occasionally,Burger
803,Female,26-35,Lunch,Occasionally,Salad
804,Female,26-35,Dinner,Weekly,Burger
805,Male,18-25,Lunch,Daily,Burger
806,Male,18-25,Lunch,Daily,Salad
807,Male,18-25,Lunch,Daily,Salad
808,Male,18-25,Lunch,Weekly,Pizza
809,Male,26-35,Dinner,Daily,Burger
810,Male,26-35,Dinner,Weekly,Burger
811,Male,26-35,Dinner,Occasionally,Salad
812,Male,26-35,Lunch,Occasionally,Salad
813,Male,36-45,Lunch,Occasionally,Pizza
814,Male,26-35,Lunch,Weekly,Salad
815,Female,26-35,Lunch,Occasionally,Burger
816,Male,18-25,Lunch,Daily,Salad
817,Female,36-45,Lunch,Occasionally,Pizza
818,Male,36-45,Dinner,Weekly,Pizza
819,Female,18-25,Lunch,Occasionally,Burger
820,Female,26-35,Lunch,Weekly,Burger
821,Male,36-45,Lunch,Weekly,Burger
822,Female,26-35,Dinner,Daily,Pizza
823,Female,18-25,Lunch,Daily,Burger
824,Male,18-25,Dinner,Weekly,Burger
825,Male,36-45,Lunch,Daily,Pizza
826,Female,18-25,Lunch,Occasionally,Pizza
827,Female,18-25,Lunch,Weekly,Pizza
828,Male,26-35,Lunch,Daily,Pizza
829,Female,26-35,Lunch,Occasionally,Salad
830,Male,26-35,Dinner,Daily,Pizza
831,Female,36-45,Lunch,Daily,Pizza
832,Female,36-45,Lunch,Occasionally,Burger
833,Female,26-35,Lunch,Weekly,Salad
834,Male,36-45,Dinner,Weekly,Salad
835,Male,18-25,Lunch,Occasionally,Burger
836,Female,18-25,Dinner,Weekly,Pizza
837,Female,36-45,Lunch,Weekly,Salad
838,Female,26-35,Lunch,Daily,Burger
839,Male,36-45,Lunch,Weekly,Salad
840,Male,26-35,Dinner,Occasionally,Pizza
841,Female,18-25,Dinner,Weekly,Salad
842,Male,18-25,Dinner,Occasionally,Pizza
843,Female,26-35,Dinner,Daily,Salad
844,Female,36-45,Lunch,Weekly,Pizza
845,Female,36-45,Dinner,Weekly,Salad
846,Female,26-35,Dinner,Daily,Pizza
847,Male,18-25,Dinner,Weekly,Salad
848,Female,18-25,Lunch,Daily,Salad
849,Female,36-45,Lunch,Weekly,Pizza
850,Male,26-35,Dinner,Occasionally,Burger
851,Male,18-25,Lunch,Weekly,Burger
852,Female,26-35,Lunch,Occasionally,Pizza
853,Female,26-35,Dinner,Weekly,Salad
854,Male,36-45,Dinner,Weekly,Pizza
855,Male,26-35,Lunch,Weekly,Salad
856,Male,26-35,Lunch,Occasionally,Salad
857,Male,26-35,Dinner,Weekly,Burger
858,Male,36-45,Dinner,Occasionally,Burger
859,Male,26-35,Dinner,Daily,Pizza
860,Male,26-35,Dinner,Daily,Burger
861,Male,18-25,Lunch,Weekly,Burger
862,Male,26-35,Dinner,Occasionally,Pizza
863,Male,36-45,Lunch,Occasionally,Salad
864,Female,36-45,Lunch,Occasionally,Burger
865,Male,36-45,Lunch,Weekly,Burger
866,Male,18-25,Lunch,Weekly,Burger
867,Male,36-45,Lunch,Weekly,Burger
868,Female,36-45,Lunch,Daily,Pizza
869,Female,36-45,Lunch,Weekly,Burger
870,Female,36-45,Dinner,Weekly,Burger
871,Female,26-35,Lunch,Daily,Salad
872,Female,36-45,Lunch,Weekly,Pizza
873,Female,18-25,Lunch,Daily,Pizza
874,Female,36-45,Lunch,Weekly,Salad
875,Female,26-35,Lunch,Occasionally,Burger
876,Male,18-25,Lunch,Occasionally,Salad
877,Male,36-45,Dinner,Weekly,Salad
878,Female,18-25,Dinner,Occasionally,Burger
879,Female,36-45,Lunch,Daily,Salad
880,Male,26-35,Dinner,Weekly,Salad
881,Female,18-25,Dinner,Occasionally,Burger
882,Male,26-35,Dinner,Weekly,Salad
883,Male,36-45,Lunch,Daily,Pizza
884,Male,36-45,Dinner,Daily,Pizza
885,Male,26-35,Lunch,Weekly,Salad
886,Male,26-35,Lunch,Weekly,Salad
887,Male,18-25,Lunch,Weekly,Pizza
888,Female,36-45,Lunch,Occasionally,Salad
889,Female,26-35,Dinner,Weekly,Burger
890,Male,36-45,Lunch,Daily,Pizza
891,Male,36-45,Dinner,Weekly,Burger
892,Female,18-25,Lunch,Daily,Pizza
893,Female,36-45,Dinner,Daily,Salad
894,Male,36-45,Dinner,Occasionally,Burger
895,Male,26-35,Lunch,Daily,Burger
896,Male,36-45,Dinner,Daily,Burger
897,Female,36-45,Dinner,Daily,Pizza
898,Male,36-45,Dinner,Weekly,Burger
899,Male,36-45,Dinner,Occasionally,Pizza
900,Female,18-25,Dinner,Daily,Burger
901,Female,18-25,Dinner,Weekly,Salad
902,Female,26-35,Lunch,Weekly,Burger
903,Male,18-25,Dinner,Weekly,Burger
904,Male,36-45,Dinner,Weekly,Salad
905,Female,18-25,Dinner,Daily,Pizza
906,Female,36-45,Dinner,Daily,Salad
907,Female,36-45,Dinner,Daily,Burger
908,Male,36-45,Lunch,Occasionally,Salad
909,Male,26-35,Dinner,Occasionally,Burger
910,Female,18-25,Lunch,Occasionally,Salad
911,Female,18-25,Lunch,Daily,Salad
912,Male,36-45,Dinner,Weekly,Salad
913,Male,18-25,Dinner,Daily,Salad
914,Male,26-35,Lunch,Daily,Burger
915,Female,36-45,Lunch,Weekly,Pizza
916,Female,26-35,Dinner,Daily,Pizza
917,Male,18-25,Dinner,Occasionally,Pizza
918,Male,36-45,Dinner,Weekly,Pizza
919,Female,26-35,Dinner,Occasionally,Burger
920,Male,26-35,Lunch,Occasionally,Burger
921,Male,18-25,Lunch,Occasionally,Salad
922,Female,18-25,Dinner,Daily,Pizza
923,Male,36-45,Lunch,Occasionally,Salad
924,Female,26-35,Dinner,Daily,Pizza
925,Male,18-25,Lunch,Daily,Pizza
926,Male,18-25,Lunch,Daily,Salad
927,Female,36-45,Dinner,Occasionally,Pizza
928,Female,36-45,Lunch,Occasionally,Salad
929,Male,18-25,Dinner,Daily,Pizza
930,Female,26-35,Lunch,Daily,Pizza
931,Female,18-25,Lunch,Daily,Salad
932,Female,36-45,Lunch,Weekly,Salad
933,Female,18-25,Lunch,Daily,Salad
934,Female,36-45,Dinner,Weekly,Burger
935,Female,26-35,Dinner,Daily,Pizza
936,Female,18-25,Dinner,Weekly,Pizza
937,Male,36-45,Lunch,Daily,Pizza
938,Male,36-45,Lunch,Daily,Salad
939,Female,36-45,Dinner,Daily,Pizza
940,Male,26-35,Lunch,Daily,Salad
941,Female,26-35,Dinner,Occasionally,Salad
942,Female,18-25,Lunch,Daily,Burger
943,Male,26-35,Lunch,Weekly,Pizza
944,Male,26-35,Dinner,Weekly,Pizza
945,Female,26-35,Lunch,Weekly,Burger
946,Male,26-35,Dinner,Weekly,Burger
947,Female,36-45,Dinner,Daily,Burger
948,Female,36-45,Dinner,Occasionally,Salad
949,Male,18-25,Dinner,Daily,Salad
950,Male,26-35,Dinner,Daily,Salad
951,Male,36-45,Dinner,Daily,Pizza
952,Female,18-25,Lunch,Occasionally,Pizza
953,Male,26-35,Lunch,Weekly,Salad
954,Female,18-25,Dinner,Daily,Pizza
955,Female,26-35,Dinner,Weekly,Pizza
956,Female,36-45,Dinner,Occasionally,Pizza
957,Male,36-45,Dinner,Weekly,Salad
958,Male,36-45,Dinner,Daily,Burger
959,Male,18-25,Dinner,Occasionally,Burger
960,Male,18-25,Lunch,Weekly,Burger
961,Male,26-35,Lunch,Occasionally,Pizza
962,Male,18-25,Dinner,Weekly,Pizza
963,Male,26-35,Lunch,Occasionally,Pizza
964,Female,36-45,Lunch,Occasionally,Salad
965,Female,26-35,Dinner,Daily,Burger
966,Female,18-25,Lunch,Occasionally,Burger
967,Male,36-45,Dinner,Daily,Salad
968,Male,18-25,Lunch,Occasionally,Burger
969,Male,18-25,Dinner,Occasionally,Burger
970,Male,36-45,Lunch,Weekly,Salad
971,Female,18-25,Dinner,Occasionally,Pizza
972,Male,36-45,Lunch,Daily,Burger
973,Female,18-25,Dinner,Occasionally,Salad
974,Female,26-35,Dinner,Weekly,Salad
975,Male,18-25,Lunch,Daily,Pizza
976,Male,26-35,Lunch,Occasionally,Burger
977,Female,36-45,Dinner,Occasionally,Burger
978,Male,18-25,Dinner,Daily,Burger
979,Female,36-45,Lunch,Daily,Salad
980,Male,26-35,Dinner,Occasionally,Burger
981,Female,26-35,Dinner,Daily,Pizza
982,Female,36-45,Lunch,Daily,Pizza
983,Female,36-45,Lunch,Weekly,Burger
984,Male,26-35,Lunch,Occasionally,Burger
985,Female,36-45,Dinner,Daily,Burger
986,Male,26-35,Dinner,Daily,Salad
987,Male,18-25,Lunch,Occasionally,Salad
988,Female,36-45,Dinner,Weekly,Salad
989,Female,26-35,Dinner,Weekly,Burger
990,Female,26-35,Lunch,Weekly,Pizza
991,Male,26-35,Lunch,Weekly,Salad
992,Female,26-35,Dinner,Daily,Pizza
993,Male,26-35,Lunch,Weekly,Pizza
994,Female,36-45,Dinner,Occasionally,Salad
995,Male,26-35,Lunch,Weekly,Burger
996,Male,36-45,Dinner,Occasionally,Burger
997,Female,18-25,Dinner,Daily,Burger
998,Female,18-25,Dinner,Weekly,Salad
999,Female,18-25,Lunch,Daily,Burger
1000,Female,36-45,Dinner,Occasionally,Salad
